Stationsnummer: 2219
Stationsname: Oberried / Lenk
DBLH-Nr: 00735
Gewässer: Simme
Exportperiode: 1944-01-01 - 2025-12-31
Parameter: Abfluss
Parametereinheit: m3/s
Zeitreihe: Monatsmaxima
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-05-01 00:00:00;1971-05-17 12:00:00;3.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-06-01 00:00:00;1971-06-07 12:00:00;6.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-07-01 00:00:00;1971-07-12 12:00:00;7.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-08-01 00:00:00;1971-08-20 12:00:00;14.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-09-01 00:00:00;1971-09-06 12:00:00;3.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-10-01 00:00:00;1971-10-14 12:00:00;1.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-11-01 00:00:00;1971-11-19 12:00:00;0.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-12-01 00:00:00;1971-12-01 12:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-01-01 00:00:00;1972-01-15 12:00:00;0.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-02-01 00:00:00;1972-02-02 12:00:00;0.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-03-01 00:00:00;1972-03-25 12:00:00;0.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-04-01 00:00:00;1972-04-04 12:00:00;1.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-05-01 00:00:00;1972-05-30 12:00:00;3.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-06-01 00:00:00;1972-06-29 12:00:00;8.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-07-01 00:00:00;1972-07-17 12:00:00;8.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-08-01 00:00:00;1972-08-14 12:00:00;10.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-09-01 00:00:00;1972-09-10 12:00:00;5.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-10-01 00:00:00;1972-10-27 12:00:00;1.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-11-01 00:00:00;1972-11-14 12:00:00;2.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1972-12-01 00:00:00;1972-12-01 12:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-01-01 00:00:00;1973-01-01 12:00:00;0.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-02-01 00:00:00;1973-02-01 12:00:00;0.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-03-01 00:00:00;1973-03-24 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-04-01 00:00:00;1973-04-30 12:00:00;1.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-05-01 00:00:00;1973-05-05 12:00:00;7.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-06-01 00:00:00;1973-06-28 12:00:00;7.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-07-01 00:00:00;1973-07-16 12:00:00;12.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-08-01 00:00:00;1973-08-24 12:00:00;10.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-09-01 00:00:00;1973-09-18 12:00:00;7.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-10-01 00:00:00;1973-10-02 12:00:00;2.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-11-01 00:00:00;1973-11-15 12:00:00;1.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1973-12-01 00:00:00;1973-12-01 12:00:00;0.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-01-01 00:00:00;1974-01-12 05:45:35;0.326;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-02-01 00:00:00;1974-02-08 02:35:30;0.872;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-03-01 00:00:00;1974-03-20 21:44:35;1.044;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-04-01 00:00:00;1974-04-04 17:58:30;1.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-05-01 00:00:00;1974-05-31 23:47:00;3.484;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-06-01 00:00:00;1974-06-29 13:37:55;12.106;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-07-01 00:00:00;1974-07-14 16:10:30;11.180;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-08-01 00:00:00;1974-08-08 06:38:50;8.654;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-09-01 00:00:00;1974-09-09 23:11:00;6.475;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-10-01 00:00:00;1974-10-20 10:35:00;1.477;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-11-01 00:00:00;1974-11-28 06:51:50;0.967;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1974-12-01 00:00:00;1974-12-29 03:11:30;0.850;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-01-01 00:00:00;1975-01-29 05:44:05;0.737;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-02-01 00:00:00;1975-02-01 00:00:00;0.331;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-03-01 00:00:00;1975-03-29 09:34:30;0.229;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-04-01 00:00:00;1975-04-23 18:54:40;2.702;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-05-01 00:00:00;1975-05-21 16:45:05;5.820;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-06-01 00:00:00;1975-06-27 17:48:25;18.102;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-07-01 00:00:00;1975-07-18 18:14:20;13.940;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-08-01 00:00:00;1975-08-22 16:04:45;11.674;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-09-01 00:00:00;1975-09-30 20:57:05;9.285;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-10-01 00:00:00;1975-10-01 00:00:00;6.685;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-11-01 00:00:00;1975-11-21 01:59:30;0.747;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1975-12-01 00:00:00;1975-12-01 00:00:00;0.407;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-01-01 00:00:00;1976-01-01 17:52:45;0.270;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-02-01 00:00:00;1976-02-28 21:53:15;0.242;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-03-01 00:00:00;1976-03-31 20:03:50;0.527;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-04-01 00:00:00;1976-04-20 17:55:40;1.037;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-05-01 00:00:00;1976-05-19 21:53:15;3.034;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-06-01 00:00:00;1976-06-29 19:10:30;8.548;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-07-01 00:00:00;1976-07-20 06:11:30;15.962;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-08-01 00:00:00;1976-08-13 17:57:05;6.231;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-09-01 00:00:00;1976-09-10 05:03:50;4.214;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-10-01 00:00:00;1976-10-01 17:19:40;2.256;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-11-01 00:00:00;1976-11-11 04:43:40;0.776;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1976-12-01 00:00:00;1976-12-07 20:11:00;0.395;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-01-01 00:00:00;1977-01-27 18:02:50;0.233;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-02-01 00:00:00;1977-02-09 17:15:20;1.011;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-03-01 00:00:00;1977-03-25 20:22:30;0.843;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-04-01 00:00:00;1977-04-28 20:03:50;2.808;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-05-01 00:00:00;1977-05-27 07:10:30;4.595;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-06-01 00:00:00;1977-06-13 21:51:50;9.110;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-07-01 00:00:00;1977-07-31 16:04:45;12.312;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-08-01 00:00:00;1977-08-07 16:16:15;16.125;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-09-01 00:00:00;1977-09-09 07:22:00;4.742;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-10-01 00:00:00;1977-10-08 03:48:55;6.189;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-11-01 00:00:00;1977-11-02 18:28:45;3.852;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1977-12-01 00:00:00;1977-12-25 04:10:30;2.454;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-01-01 00:00:00;1978-01-07 16:59:30;0.752;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-02-01 00:00:00;1978-02-24 19:37:55;1.222;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-03-01 00:00:00;1978-03-21 00:31:40;1.394;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-04-01 00:00:00;1978-04-28 21:18:40;0.787;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-05-01 00:00:00;1978-05-22 22:32:05;4.360;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-06-01 00:00:00;1978-06-08 10:24:55;12.020;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-07-01 00:00:00;1978-07-18 23:25:25;9.492;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-08-01 00:00:00;1978-08-08 00:47:30;18.364;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-09-01 00:00:00;1978-09-12 02:25:25;7.950;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-10-01 00:00:00;1978-10-01 00:00:00;1.236;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-11-01 00:00:00;1978-11-03 03:48:55;0.496;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1978-12-01 00:00:00;1978-12-29 20:08:05;0.538;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-01-01 00:00:00;1979-01-03 00:25:55;0.577;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-02-01 00:00:00;1979-02-10 18:18:40;0.442;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-03-01 00:00:00;1979-03-12 07:13:25;1.032;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-04-01 00:00:00;1979-04-16 23:13:55;0.951;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-05-01 00:00:00;1979-05-20 20:16:45;6.942;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-06-01 00:00:00;1979-06-14 00:50:20;9.287;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-07-01 00:00:00;1979-07-14 01:45:05;10.428;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-08-01 00:00:00;1979-08-03 15:50:20;14.091;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-09-01 00:00:00;1979-09-21 15:53:15;4.493;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-10-01 00:00:00;1979-10-14 23:02:20;5.627;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-11-01 00:00:00;1979-11-07 17:00:55;3.485;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1979-12-01 00:00:00;1979-12-11 12:41:45;1.510;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-01-01 00:00:00;1980-01-09 10:07:40;0.487;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-02-01 00:00:00;1980-02-05 11:16:45;1.849;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-03-01 00:00:00;1980-03-29 06:51:50;0.992;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-04-01 00:00:00;1980-04-02 01:48:00;1.199;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-05-01 00:00:00;1980-05-14 23:41:15;2.820;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-06-01 00:00:00;1980-06-15 14:42:40;10.250;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-07-01 00:00:00;1980-07-30 00:21:35;11.472;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-08-01 00:00:00;1980-08-08 13:20:35;14.718;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-09-01 00:00:00;1980-09-06 00:18:40;7.131;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-10-01 00:00:00;1980-10-24 21:33:05;2.507;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-11-01 00:00:00;1980-11-01 00:25:55;0.884;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1980-12-01 00:00:00;1980-12-03 08:49:55;0.487;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-01-01 00:00:00;1981-01-03 22:56:35;0.242;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-02-01 00:00:00;1981-02-17 00:34:30;0.182;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-03-01 00:00:00;1981-03-31 21:50:20;2.801;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-04-01 00:00:00;1981-04-12 19:39:20;2.895;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-05-01 00:00:00;1981-05-25 21:34:30;4.340;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-06-01 00:00:00;1981-06-29 01:00:25;13.394;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-07-01 00:00:00;1981-07-18 04:59:30;12.278;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-08-01 00:00:00;1981-08-07 21:05:45;14.014;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-09-01 00:00:00;1981-09-23 10:16:15;6.252;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-10-01 00:00:00;1981-10-12 18:56:05;21.020;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-11-01 00:00:00;1981-11-01 00:00:00;1.612;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1981-12-01 00:00:00;1981-12-01 08:38:20;0.749;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-01-01 00:00:00;1982-01-06 10:39:20;0.776;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-02-01 00:00:00;1982-02-24 10:22:00;0.238;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-03-01 00:00:00;1982-03-07 12:53:15;0.403;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-04-01 00:00:00;1982-04-08 00:01:25;1.116;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-05-01 00:00:00;1982-05-31 00:40:15;4.995;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-06-01 00:00:00;1982-06-23 04:58:00;18.368;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-07-01 00:00:00;1982-07-24 14:34:00;34.672;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-08-01 00:00:00;1982-08-20 18:12:55;15.428;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-09-01 00:00:00;1982-09-06 17:09:35;9.854;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-10-01 00:00:00;1982-10-13 18:38:50;8.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-11-01 00:00:00;1982-11-01 00:00:00;0.753;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1982-12-01 00:00:00;1982-12-20 22:01:55;1.451;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-01-01 00:00:00;1983-01-05 19:13:25;0.812;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-02-01 00:00:00;1983-02-02 02:31:10;0.350;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-03-01 00:00:00;1983-03-21 21:02:50;0.620;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-04-01 00:00:00;1983-04-21 18:01:25;3.886;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-05-01 00:00:00;1983-05-15 17:31:10;5.001;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-06-01 00:00:00;1983-06-27 00:56:05;7.075;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-07-01 00:00:00;1983-07-23 15:54:40;8.288;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-08-01 00:00:00;1983-08-10 23:18:10;9.321;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-09-01 00:00:00;1983-09-02 20:44:05;10.504;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-10-01 00:00:00;1983-10-01 18:20:05;2.784;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-11-01 00:00:00;1983-11-27 10:32:05;4.506;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1983-12-01 00:00:00;1983-12-24 03:15:50;2.123;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-01-01 00:00:00;1984-01-01 00:00:00;0.410;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-02-01 00:00:00;1984-02-04 17:55:40;0.224;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-03-01 00:00:00;1984-03-29 00:28:45;0.280;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-04-01 00:00:00;1984-04-24 20:38:20;2.310;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-05-01 00:00:00;1984-05-08 00:07:10;2.399;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-06-01 00:00:00;1984-06-21 15:57:35;7.703;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-07-01 00:00:00;1984-07-13 02:12:25;9.501;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-08-01 00:00:00;1984-08-01 04:00:25;10.167;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-09-01 00:00:00;1984-09-05 21:28:45;5.222;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-10-01 00:00:00;1984-10-02 03:15:50;2.285;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-11-01 00:00:00;1984-11-23 09:43:10;1.227;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1984-12-01 00:00:00;1984-12-20 06:24:25;0.478;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1985-01-01 00:00:00;1985-01-23 06:14:20;0.312;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1985-02-01 00:00:00;1985-02-03 04:22:00;0.395;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1985-03-01 00:00:00;1985-03-31 22:09:05;0.257;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1985-04-01 00:00:00;1985-04-23 20:16:45;1.368;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1985-05-01 00:00:00;1985-05-27 19:56:35;3.435;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1985-06-01 00:00:00;1985-06-06 22:37:55;8.885;Freigegeben, validierte Daten
