;DOY;original;one-hour;four-hour;half-daily;daily;three-daily
;202.8194;0.3970;0.3920;0.4465;0.3782;0.3864;0.4414
;202.8264;0.3900;0.4030;0.4503;0.3814;0.3883;0.4416
;202.8333;0.4000;0.4138;0.4535;0.3847;0.3902;0.4419
;202.8403;0.4500;0.4298;0.4563;0.3881;0.3921;0.4421
;202.8472;0.4320;0.4508;0.4567;0.3917;0.3940;0.4423
;202.8542;0.4770;0.4716;0.4590;0.3953;0.3959;0.4425
;202.8611;0.4950;0.4878;0.4616;0.3991;0.3978;0.4427
;202.8681;0.5040;0.5150;0.4627;0.4029;0.3996;0.4429
;202.8750;0.5310;0.5272;0.4630;0.4068;0.4014;0.4431
;202.8819;0.5680;0.5362;0.4643;0.4108;0.4032;0.4433
;202.8889;0.5380;0.5414;0.4646;0.4149;0.4048;0.4434
;202.8958;0.5400;0.5338;0.4650;0.4190;0.4064;0.4436
;202.9028;0.5300;0.5210;0.4667;0.4231;0.4079;0.4438
;202.9097;0.4930;0.5088;0.4687;0.4272;0.4092;0.4440
;202.9167;0.5040;0.4870;0.4719;0.4312;0.4103;0.4442
;202.9236;0.4770;0.4746;0.4742;0.4351;0.4114;0.4444
;202.9306;0.4310;0.4710;0.4752;0.4389;0.4123;0.4446
;202.9375;0.4680;0.4602;0.4776;0.4426;0.4131;0.4448
;202.9444;0.4750;0.4510;0.4776;0.4462;0.4138;0.4450
;202.9514;0.4500;0.4526;0.4750;0.4498;0.4144;0.4452
;202.9583;0.4310;0.4436;0.4738;0.4534;0.4150;0.4455
;202.9653;0.4390;0.4294;0.4714;0.4569;0.4156;0.4457
;202.9722;0.4230;0.4236;0.4664;0.4605;0.4163;0.4459
;202.9792;0.4040;0.4266;0.4632;0.4640;0.4169;0.4461
;202.9861;0.4210;0.4328;0.4616;0.4675;0.4177;0.4463
;202.9931;0.4460;0.4398;0.4602;0.4710;0.4185;0.4465
;203.0000;0.4700;0.4540;0.4606;0.4745;0.4194;0.4468
;203.0069;0.4580;0.4684;0.4598;0.4780;0.4204;0.4470
;203.0139;0.4750;0.4742;0.4597;0.4813;0.4216;0.4472
;203.0208;0.4930;0.4664;0.4619;0.4846;0.4228;0.4474
;203.0278;0.4750;0.4698;0.4603;0.4877;0.4241;0.4476
;203.0347;0.4310;0.4686;0.4585;0.4907;0.4256;0.4479
;203.0417;0.4750;0.4590;0.4594;0.4934;0.4271;0.4481
;203.0486;0.4690;0.4556;0.4608;0.4959;0.4286;0.4483
;203.0556;0.4450;0.4694;0.4612;0.4981;0.4302;0.4485
;203.0625;0.4580;0.4732;0.4625;0.5000;0.4319;0.4488
;203.0694;0.5000;0.4798;0.4654;0.5017;0.4335;0.4490
;203.0764;0.4940;0.4878;0.4671;0.5031;0.4352;0.4493
;203.0833;0.5020;0.4912;0.4693;0.5043;0.4370;0.4495
;203.0903;0.4850;0.4884;0.4709;0.5053;0.4388;0.4497
;203.0972;0.4750;0.4750;0.4737;0.5061;0.4406;0.4500
;203.1042;0.4860;0.4608;0.4776;0.5068;0.4425;0.4502
;203.1111;0.4270;0.4584;0.4811;0.5072;0.4444;0.4505
;203.1181;0.4310;0.4566;0.4854;0.5075;0.4463;0.4507
;203.1250;0.4730;0.4490;0.4910;0.5076;0.4483;0.4509
;203.1319;0.4660;0.4548;0.4952;0.5076;0.4503;0.4511
;203.1389;0.4480;0.4636;0.4986;0.5074;0.4523;0.4514
;203.1458;0.4560;0.4618;0.5024;0.5070;0.4543;0.4516
;203.1528;0.4750;0.4690;0.5065;0.5064;0.4563;0.4517
;203.1597;0.4640;0.4814;0.5080;0.5056;0.4583;0.4519
;203.1667;0.5020;0.4956;0.5104;0.5046;0.4601;0.4521
;203.1736;0.5100;0.5150;0.5121;0.5034;0.4619;0.4522
;203.1806;0.5270;0.5386;0.5159;0.5020;0.4635;0.4523
;203.1875;0.5720;0.5544;0.5212;0.5004;0.4651;0.4525
;203.1944;0.5820;0.5668;0.5268;0.4987;0.4665;0.4526
;203.2014;0.5810;0.5776;0.5362;0.4970;0.4679;0.4527
;203.2083;0.5720;0.5740;0.5464;0.4952;0.4691;0.4529
;203.2153;0.5810;0.5652;0.5564;0.4935;0.4703;0.4530
;203.2222;0.5540;0.5612;0.5664;0.4920;0.4714;0.4532
;203.2292;0.5380;0.5542;0.5766;0.4907;0.4724;0.4533
;203.2361;0.5610;0.5488;0.5870;0.4896;0.4734;0.4535
;203.2431;0.5370;0.5470;0.5965;0.4887;0.4743;0.4537
;203.2500;0.5540;0.5556;0.6051;0.4881;0.4752;0.4538
;203.2569;0.5450;0.5648;0.6115;0.4876;0.4761;0.4540
;203.2639;0.5810;0.5824;0.6164;0.4874;0.4770;0.4542
;203.2708;0.6070;0.6040;0.6181;0.4873;0.4778;0.4544
;203.2778;0.6250;0.6324;0.6163;0.4874;0.4787;0.4546
;203.2847;0.6620;0.6610;0.6108;0.4876;0.4795;0.4548
;203.2917;0.6870;0.6824;0.6026;0.4879;0.4803;0.4550
;203.2986;0.7240;0.6984;0.5929;0.4883;0.4811;0.4552
;203.3056;0.7140;0.7088;0.5814;0.4886;0.4818;0.4554
;203.3125;0.7050;0.7142;0.5707;0.4889;0.4825;0.4556
;203.3194;0.7140;0.7052;0.5599;0.4892;0.4831;0.4559
;203.3264;0.7140;0.6946;0.5488;0.4895;0.4838;0.4562
;203.3333;0.6790;0.6802;0.5380;0.4897;0.4844;0.4564
;203.3403;0.6610;0.6514;0.5268;0.4899;0.4850;0.4567
;203.3472;0.6330;0.6138;0.5159;0.4900;0.4856;0.4571
;203.3542;0.5700;0.5672;0.5050;0.4901;0.4862;0.4574
;203.3611;0.5260;0.5100;0.4936;0.4902;0.4869;0.4578
;203.3681;0.4460;0.4494;0.4833;0.4903;0.4875;0.4581
;203.3750;0.3750;0.3940;0.4717;0.4904;0.4882;0.4585
;203.3819;0.3300;0.3460;0.4606;0.4904;0.4889;0.4589
;203.3889;0.2930;0.3106;0.4484;0.4904;0.4897;0.4593
;203.3958;0.2860;0.2922;0.4348;0.4903;0.4904;0.4597
;203.4028;0.2690;0.2798;0.4223;0.4902;0.4913;0.4601
;203.4097;0.2830;0.2756;0.4087;0.4900;0.4922;0.4604
;203.4167;0.2680;0.2730;0.3955;0.4897;0.4931;0.4608
;203.4236;0.2720;0.2812;0.3829;0.4893;0.4941;0.4612
;203.4306;0.2730;0.2890;0.3714;0.4889;0.4952;0.4616
;203.4375;0.3100;0.3086;0.3618;0.4883;0.4963;0.4620
;203.4444;0.3220;0.3288;0.3540;0.4877;0.4974;0.4624
;203.4514;0.3660;0.3562;0.3482;0.4869;0.4985;0.4628
;203.4583;0.3730;0.3780;0.3482;0.4859;0.4997;0.4632
;203.4653;0.4100;0.3884;0.3513;0.4848;0.5010;0.4636
;203.4722;0.4190;0.3936;0.3592;0.4836;0.5023;0.4640
;203.4792;0.3740;0.3936;0.3702;0.4822;0.5036;0.4644
;203.4861;0.3920;0.3884;0.3840;0.4808;0.5050;0.4648
;203.4931;0.3730;0.3774;0.3985;0.4793;0.5064;0.4652
;203.5000;0.3840;0.3776;0.4128;0.4778;0.5079;0.4656
;203.5069;0.3640;0.3774;0.4274;0.4762;0.5093;0.4660
;203.5139;0.3750;0.3782;0.4413;0.4746;0.5107;0.4664
;203.5208;0.3910;0.3774;0.4540;0.4730;0.5122;0.4668
;203.5278;0.3770;0.3938;0.4657;0.4715;0.5136;0.4673
;203.5347;0.3800;0.4094;0.4759;0.4701;0.5151;0.4677
;203.5417;0.4460;0.4364;0.4819;0.4688;0.5165;0.4681
;203.5486;0.4530;0.4748;0.4858;0.4677;0.5180;0.4685
;203.5556;0.5260;0.5252;0.4872;0.4669;0.5194;0.4689
;203.5625;0.5690;0.5622;0.4853;0.4662;0.5208;0.4694
;203.5694;0.6320;0.5998;0.4846;0.4657;0.5222;0.4698
;203.5764;0.6310;0.6208;0.4834;0.4653;0.5235;0.4703
;203.5833;0.6410;0.6310;0.4824;0.4652;0.5248;0.4708
;203.5903;0.6310;0.6226;0.4809;0.4653;0.5261;0.4713
;203.5972;0.6200;0.6172;0.4820;0.4655;0.5273;0.4718
;203.6042;0.5900;0.6044;0.4833;0.4659;0.5284;0.4723
;203.6111;0.6040;0.5812;0.4843;0.4666;0.5296;0.4728
;203.6181;0.5770;0.5514;0.4863;0.4674;0.5307;0.4733
;203.6250;0.5150;0.5222;0.4900;0.4685;0.5317;0.4738
;203.6319;0.4710;0.4760;0.4916;0.4698;0.5327;0.4743
;203.6389;0.4440;0.4316;0.4944;0.4714;0.5336;0.4748
;203.6458;0.3730;0.4014;0.4954;0.4731;0.5346;0.4754
;203.6528;0.3550;0.3766;0.4939;0.4752;0.5354;0.4759
;203.6597;0.3640;0.3572;0.4903;0.4776;0.5362;0.4764
;203.6667;0.3470;0.3608;0.4870;0.4803;0.5370;0.4770
;203.6736;0.3470;0.3712;0.4833;0.4834;0.5378;0.4775
;203.6806;0.3910;0.3818;0.4798;0.4867;0.5385;0.4781
;203.6875;0.4070;0.3978;0.4758;0.4902;0.5392;0.4786
;203.6944;0.4170;0.4226;0.4731;0.4940;0.5398;0.4791
;203.7014;0.4270;0.4418;0.4692;0.4980;0.5403;0.4797
;203.7083;0.4710;0.4652;0.4663;0.5022;0.5407;0.4803
;203.7153;0.4870;0.4916;0.4649;0.5064;0.5409;0.4808
;203.7222;0.5240;0.5126;0.4669;0.5106;0.5410;0.4814
;203.7292;0.5490;0.5268;0.4687;0.5147;0.5410;0.4819
;203.7361;0.5320;0.5392;0.4724;0.5188;0.5408;0.4825
;203.7431;0.5420;0.5442;0.4774;0.5227;0.5405;0.4831
;203.7500;0.5490;0.5428;0.4826;0.5264;0.5401;0.4836
;203.7569;0.5490;0.5408;0.4882;0.5299;0.5396;0.4842
;203.7639;0.5420;0.5368;0.4952;0.5332;0.5389;0.4847
;203.7708;0.5220;0.5284;0.5008;0.5363;0.5382;0.4852
;203.7778;0.5220;0.5192;0.5075;0.5392;0.5375;0.4858
;203.7847;0.5070;0.5068;0.5142;0.5420;0.5367;0.4863
;203.7917;0.5030;0.5066;0.5194;0.5447;0.5360;0.4868
;203.7986;0.4800;0.5000;0.5246;0.5472;0.5353;0.4873
;203.8056;0.5210;0.4918;0.5295;0.5497;0.5347;0.4878
;203.8125;0.4890;0.4870;0.5308;0.5521;0.5341;0.4883
;203.8194;0.4660;0.4898;0.5329;0.5546;0.5336;0.4888
;203.8264;0.4790;0.4832;0.5364;0.5570;0.5332;0.4894
;203.8333;0.4940;0.4898;0.5387;0.5593;0.5328;0.4899
;203.8403;0.4880;0.5030;0.5418;0.5616;0.5326;0.4904
;203.8472;0.5220;0.5218;0.5446;0.5639;0.5324;0.4909
;203.8542;0.5320;0.5398;0.5480;0.5661;0.5322;0.4914
;203.8611;0.5730;0.5538;0.5521;0.5683;0.5321;0.4919
;203.8681;0.5840;0.5694;0.5566;0.5704;0.5321;0.4924
;203.8750;0.5580;0.5850;0.5607;0.5725;0.5322;0.4929
;203.8819;0.6000;0.5818;0.5667;0.5745;0.5323;0.4934
;203.8889;0.6100;0.5854;0.5740;0.5764;0.5325;0.4939
;203.8958;0.5570;0.5974;0.5786;0.5783;0.5328;0.4944
;203.9028;0.6020;0.5974;0.5880;0.5801;0.5332;0.4949
;203.9097;0.6180;0.6010;0.5971;0.5819;0.5337;0.4954
;203.9167;0.6000;0.6132;0.6062;0.5837;0.5343;0.4959
;203.9236;0.6280;0.6180;0.6153;0.5855;0.5349;0.4964
;203.9306;0.6180;0.6196;0.6250;0.5874;0.5357;0.4968
;203.9375;0.6260;0.6266;0.6320;0.5892;0.5365;0.4973
;203.9444;0.6260;0.6228;0.6396;0.5910;0.5373;0.4978
;203.9514;0.6350;0.6298;0.6449;0.5928;0.5382;0.4983
;203.9583;0.6090;0.6370;0.6494;0.5944;0.5391;0.4988
;203.9653;0.6530;0.6390;0.6552;0.5960;0.5399;0.4993
;203.9722;0.6620;0.6570;0.6594;0.5974;0.5406;0.4998
;203.9792;0.6360;0.6736;0.6624;0.5987;0.5411;0.5003
;203.9861;0.7250;0.6842;0.6665;0.5999;0.5415;0.5008
;203.9931;0.6920;0.6962;0.6675;0.6008;0.5417;0.5013
;204.0000;0.7060;0.7154;0.6680;0.6016;0.5417;0.5019
;204.0069;0.7220;0.7096;0.6683;0.6023;0.5416;0.5024
;204.0139;0.7320;0.7154;0.6675;0.6027;0.5413;0.5029
;204.0208;0.6960;0.7154;0.6687;0.6030;0.5409;0.5035
;204.0278;0.7210;0.7102;0.6697;0.6031;0.5404;0.5040
;204.0347;0.7060;0.7046;0.6696;0.6031;0.5398;0.5046
;204.0417;0.6960;0.7062;0.6688;0.6030;0.5391;0.5051
;204.0486;0.7040;0.6992;0.6694;0.6027;0.5384;0.5057
;204.0556;0.7040;0.6900;0.6668;0.6024;0.5377;0.5062
;204.0625;0.6860;0.6762;0.6642;0.6020;0.5371;0.5068
;204.0694;0.6600;0.6614;0.6636;0.6015;0.5364;0.5073
;204.0764;0.6270;0.6420;0.6582;0.6011;0.5358;0.5078
;204.0833;0.6300;0.6266;0.6554;0.6006;0.5353;0.5084
;204.0903;0.6070;0.6240;0.6521;0.6000;0.5347;0.5089
;204.0972;0.6090;0.6288;0.6478;0.5994;0.5342;0.5094
;204.1042;0.6470;0.6278;0.6434;0.5987;0.5337;0.5099
;204.1111;0.6510;0.6290;0.6415;0.5980;0.5332;0.5104
;204.1181;0.6250;0.6320;0.6383;0.5971;0.5326;0.5109
;204.1250;0.6130;0.6202;0.6370;0.5962;0.5321;0.5114
;204.1319;0.6240;0.6094;0.6352;0.5952;0.5316;0.5118
;204.1389;0.5880;0.6090;0.6326;0.5942;0.5310;0.5123
;204.1458;0.5970;0.6040;0.6304;0.5931;0.5305;0.5127
;204.1528;0.6230;0.6038;0.6278;0.5919;0.5300;0.5132
;204.1597;0.5880;0.6108;0.6248;0.5906;0.5296;0.5136
;204.1667;0.6230;0.6142;0.6236;0.5892;0.5293;0.5140
;204.1736;0.6230;0.6140;0.6212;0.5876;0.5290;0.5145
;204.1806;0.6140;0.6264;0.6183;0.5859;0.5288;0.5149
;204.1875;0.6220;0.6298;0.6145;0.5841;0.5286;0.5153
;204.1944;0.6500;0.6400;0.6083;0.5820;0.5285;0.5157
;204.2014;0.6400;0.6472;0.5991;0.5798;0.5284;0.5162
;204.2083;0.6740;0.6508;0.5901;0.5775;0.5284;0.5166
;204.2153;0.6500;0.6504;0.5810;0.5749;0.5284;0.5170
;204.2222;0.6400;0.6468;0.5708;0.5722;0.5283;0.5174
;204.2292;0.6480;0.6292;0.5616;0.5692;0.5283;0.5178
;204.2361;0.6220;0.6184;0.5524;0.5660;0.5283;0.5182
;204.2431;0.5860;0.6044;0.5425;0.5625;0.5282;0.5187
;204.2500;0.5960;0.5816;0.5355;0.5589;0.5282;0.5191
;204.2569;0.5700;0.5602;0.5273;0.5551;0.5281;0.5196
;204.2639;0.5340;0.5412;0.5210;0.5512;0.5279;0.5200
;204.2708;0.5150;0.5062;0.5157;0.5472;0.5278;0.5205
;204.2778;0.4910;0.4724;0.5114;0.5432;0.5277;0.5209
;204.2847;0.4210;0.4426;0.5064;0.5393;0.5276;0.5214
;204.2917;0.4010;0.4132;0.5031;0.5353;0.5276;0.5219
;204.2986;0.3850;0.3868;0.5007;0.5314;0.5275;0.5224
;204.3056;0.3680;0.3762;0.4995;0.5275;0.5275;0.5229
;204.3125;0.3590;0.3710;0.4997;0.5237;0.5275;0.5234
;204.3194;0.3680;0.3764;0.4994;0.5200;0.5275;0.5239
;204.3264;0.3750;0.3866;0.4993;0.5164;0.5275;0.5244
;204.3333;0.4120;0.4078;0.5003;0.5128;0.5276;0.5249
;204.3403;0.4190;0.4304;0.4992;0.5094;0.5277;0.5255
;204.3472;0.4650;0.4586;0.4963;0.5061;0.5278;0.5260
;204.3542;0.4810;0.4812;0.4945;0.5028;0.5279;0.5265
;204.3611;0.5160;0.5088;0.4920;0.4995;0.5280;0.5269
;204.3681;0.5250;0.5386;0.4899;0.4963;0.5282;0.5274
;204.3750;0.5570;0.5664;0.4904;0.4932;0.5283;0.5279
;204.3819;0.6140;0.5922;0.4911;0.4901;0.5284;0.5284
;204.3889;0.6200;0.6152;0.4918;0.4871;0.5286;0.5289
;204.3958;0.6450;0.6278;0.4925;0.4842;0.5287;0.5294
;204.4028;0.6400;0.6272;0.4927;0.4814;0.5288;0.5298
;204.4097;0.6200;0.6168;0.4933;0.4787;0.5289;0.5303
;204.4167;0.6110;0.5872;0.4930;0.4761;0.5289;0.5308
;204.4236;0.5680;0.5570;0.4915;0.4737;0.5290;0.5312
;204.4306;0.4970;0.5238;0.4912;0.4714;0.5290;0.5317
;204.4375;0.4890;0.4890;0.4883;0.4692;0.5290;0.5322
;204.4444;0.4540;0.4624;0.4844;0.4671;0.5290;0.5326
;204.4514;0.4370;0.4466;0.4785;0.4651;0.5289;0.5331
;204.4583;0.4350;0.4292;0.4724;0.4632;0.5288;0.5335
;204.4653;0.4180;0.4154;0.4644;0.4614;0.5287;0.5340
;204.4722;0.4020;0.4010;0.4524;0.4598;0.5286;0.5344
;204.4792;0.3850;0.3906;0.4409;0.4584;0.5285;0.5349
;204.4861;0.3650;0.3806;0.4276;0.4570;0.5284;0.5353
;204.4931;0.3830;0.3750;0.4143;0.4558;0.5283;0.5357
;204.5000;0.3680;0.3804;0.4017;0.4548;0.5283;0.5362
;204.5069;0.3740;0.3858;0.3915;0.4539;0.5283;0.5366
;204.5139;0.4120;0.3858;0.3834;0.4531;0.5283;0.5370
;204.5208;0.3920;0.3860;0.3799;0.4525;0.5283;0.5374
;204.5278;0.3830;0.3858;0.3784;0.4521;0.5284;0.5379
;204.5347;0.3690;0.3748;0.3798;0.4519;0.5285;0.5383
;204.5417;0.3730;0.3592;0.3818;0.4518;0.5287;0.5387
;204.5486;0.3570;0.3488;0.3827;0.4520;0.5288;0.5391
;204.5556;0.3140;0.3378;0.3857;0.4522;0.5290;0.5395
;204.5625;0.3310;0.3246;0.3891;0.4526;0.5293;0.5398
;204.5694;0.3140;0.3140;0.3932;0.4531;0.5296;0.5402
;204.5764;0.3070;0.3226;0.3970;0.4536;0.5299;0.5406
;204.5833;0.3040;0.3296;0.4012;0.4543;0.5302;0.5410
;204.5903;0.3570;0.3486;0.4050;0.4550;0.5307;0.5413
;204.5972;0.3660;0.3776;0.4074;0.4558;0.5311;0.5417
;204.6042;0.4090;0.4144;0.4064;0.4567;0.5316;0.5420
;204.6111;0.4520;0.4406;0.4069;0.4576;0.5321;0.5424
;204.6181;0.4880;0.4586;0.4079;0.4587;0.5326;0.5427
;204.6250;0.4880;0.4754;0.4088;0.4599;0.5331;0.5431
;204.6319;0.4560;0.4826;0.4113;0.4611;0.5337;0.5434
;204.6389;0.4930;0.4822;0.4151;0.4624;0.5342;0.5438
;204.6458;0.4880;0.4766;0.4209;0.4637;0.5348;0.5441
;204.6528;0.4860;0.4832;0.4254;0.4652;0.5353;0.5445
;204.6597;0.4600;0.4770;0.4323;0.4667;0.5358;0.5449
;204.6667;0.4890;0.4662;0.4392;0.4682;0.5363;0.5452
;204.6736;0.4620;0.4466;0.4464;0.4698;0.5366;0.5456
;204.6806;0.4340;0.4354;0.4516;0.4716;0.5369;0.5460
;204.6875;0.3880;0.4194;0.4570;0.4734;0.5372;0.5464
;204.6944;0.4040;0.4052;0.4606;0.4753;0.5374;0.5468
;204.7014;0.4090;0.4054;0.4620;0.4773;0.5375;0.5472
;204.7083;0.3910;0.4182;0.4619;0.4794;0.5377;0.5475
;204.7153;0.4350;0.4292;0.4631;0.4816;0.5379;0.5479
;204.7222;0.4520;0.4364;0.4638;0.4840;0.5381;0.5483
;204.7292;0.4590;0.4554;0.4628;0.4867;0.5383;0.5487
;204.7361;0.4450;0.4640;0.4637;0.4895;0.5385;0.5491
;204.7431;0.4860;0.4708;0.4644;0.4926;0.5389;0.5494
;204.7500;0.4780;0.4762;0.4665;0.4960;0.5392;0.5498
;204.7569;0.4860;0.4876;0.4684;0.4996;0.5397;0.5501
;204.7639;0.4860;0.4902;0.4720;0.5034;0.5402;0.5505
;204.7708;0.5020;0.4918;0.4784;0.5074;0.5407;0.5508
;204.7778;0.4990;0.4918;0.4864;0.5115;0.5413;0.5511
;204.7847;0.4860;0.4980;0.4950;0.5157;0.5418;0.5514
;204.7917;0.4860;0.4922;0.5039;0.5200;0.5424;0.5517
;204.7986;0.5170;0.4860;0.5128;0.5243;0.5429;0.5520
;204.8056;0.4730;0.4912;0.5197;0.5286;0.5434;0.5523
;204.8125;0.4680;0.4946;0.5273;0.5329;0.5439;0.5526
;204.8194;0.5120;0.4936;0.5335;0.5372;0.5443;0.5529
;204.8264;0.5030;0.5066;0.5400;0.5416;0.5447;0.5531
;204.8333;0.5120;0.5234;0.5461;0.5459;0.5450;0.5533
;204.8403;0.5380;0.5394;0.5516;0.5502;0.5453;0.5536
;204.8472;0.5520;0.5568;0.5563;0.5544;0.5456;0.5538
;204.8542;0.5920;0.5778;0.5614;0.5587;0.5459;0.5540
;204.8611;0.5900;0.5966;0.5659;0.5629;0.5462;0.5542
;204.8681;0.6170;0.6092;0.5702;0.5671;0.5466;0.5544
;204.8750;0.6320;0.6120;0.5753;0.5714;0.5469;0.5545
;204.8819;0.6150;0.6224;0.5803;0.5756;0.5472;0.5547
;204.8889;0.6060;0.6218;0.5849;0.5798;0.5474;0.5549
;204.8958;0.6420;0.6168;0.5905;0.5839;0.5477;0.5551
;204.9028;0.6140;0.6218;0.5963;0.5878;0.5478;0.5553
;204.9097;0.6070;0.6234;0.6010;0.5915;0.5479;0.5554
;204.9167;0.6400;0.6160;0.6064;0.5950;0.5478;0.5556
;204.9236;0.6140;0.6160;0.6115;0.5983;0.5477;0.5558
;204.9306;0.6050;0.6174;0.6180;0.6013;0.5475;0.5560
;204.9375;0.6140;0.6104;0.6235;0.6040;0.5471;0.5563
;204.9444;0.6140;0.6104;0.6270;0.6066;0.5467;0.5565
;204.9514;0.6050;0.6118;0.6310;0.6089;0.5463;0.5567
;204.9583;0.6140;0.6152;0.6340;0.6112;0.5459;0.5569
;204.9653;0.6120;0.6152;0.6359;0.6133;0.5454;0.5571
;204.9722;0.6310;0.6166;0.6389;0.6153;0.5450;0.5573
;204.9792;0.6140;0.6200;0.6440;0.6172;0.5447;0.5576
;204.9861;0.6120;0.6252;0.6476;0.6191;0.5445;0.5578
;204.9931;0.6310;0.6266;0.6538;0.6209;0.5444;0.5580
;205.0000;0.6380;0.6438;0.6605;0.6227;0.5444;0.5582
;205.0069;0.6380;0.6594;0.6656;0.6245;0.5445;0.5585
;205.0139;0.7000;0.6694;0.6714;0.6263;0.5448;0.5587
;205.0208;0.6900;0.6798;0.6768;0.6281;0.5451;0.5589
;205.0278;0.6810;0.6902;0.6808;0.6297;0.5455;0.5591
;205.0347;0.6900;0.6864;0.6851;0.6312;0.5459;0.5594
;205.0417;0.6900;0.6864;0.6895;0.6324;0.5462;0.5596
;205.0486;0.6810;0.6970;0.6932;0.6335;0.5466;0.5598
;205.0556;0.6900;0.7052;0.6973;0.6343;0.5469;0.5601
;205.0625;0.7340;0.7208;0.7016;0.6350;0.5472;0.5603
;205.0694;0.7310;0.7396;0.7059;0.6354;0.5475;0.5605
;205.0764;0.7680;0.7550;0.7100;0.6357;0.5478;0.5608
;205.0833;0.7750;0.7600;0.7120;0.6358;0.5481;0.5610
;205.0903;0.7670;0.7618;0.7140;0.6358;0.5483;0.5613
;205.0972;0.7590;0.7510;0.7159;0.6357;0.5486;0.5615
;205.1042;0.7400;0.7404;0.7158;0.6354;0.5489;0.5618
;205.1111;0.7140;0.7302;0.7150;0.6351;0.5493;0.5620
;205.1181;0.7220;0.7196;0.7170;0.6347;0.5496;0.5623
;205.1250;0.7160;0.7144;0.7176;0.6343;0.5500;0.5625
;205.1319;0.7060;0.7194;0.7174;0.6337;0.5504;0.5628
;205.1389;0.7140;0.7194;0.7163;0.6330;0.5509;0.5630
;205.1458;0.7390;0.7190;0.7141;0.6322;0.5513;0.5632
;205.1528;0.7220;0.7138;0.7070;0.6311;0.5517;0.5635
;205.1597;0.7140;0.7086;0.6987;0.6298;0.5520;0.5637
;205.1667;0.6800;0.6982;0.6882;0.6283;0.5524;0.5639
;205.1736;0.6880;0.6932;0.6764;0.6264;0.5527;0.5641
;205.1806;0.6870;0.6844;0.6642;0.6243;0.5529;0.5643
;205.1875;0.6970;0.6948;0.6535;0.6219;0.5532;0.5645
;205.1944;0.6700;0.6978;0.6424;0.6193;0.5534;0.5647
;205.2014;0.7320;0.6976;0.6330;0.6165;0.5537;0.5649
;205.2083;0.7030;0.6888;0.6240;0.6135;0.5540;0.5651
;205.2153;0.6860;0.6818;0.6156;0.6105;0.5543;0.5652
;205.2222;0.6530;0.6468;0.6090;0.6073;0.5548;0.5654
;205.2292;0.6350;0.6110;0.6032;0.6041;0.5552;0.5656
;205.2361;0.5570;0.5750;0.5998;0.6009;0.5558;0.5658
;205.2431;0.5240;0.5404;0.5984;0.5977;0.5564;0.5660
;205.2500;0.5060;0.5054;0.5979;0.5944;0.5570;0.5661
;205.2569;0.4800;0.4926;0.5991;0.5912;0.5578;0.5663
;205.2639;0.4600;0.4802;0.6000;0.5879;0.5585;0.5665
;205.2708;0.4930;0.4750;0.5992;0.5846;0.5592;0.5667
;205.2778;0.4620;0.4784;0.5959;0.5813;0.5600;0.5669
;205.2847;0.4800;0.4876;0.5932;0.5779;0.5607;0.5670
;205.2917;0.4970;0.4970;0.5877;0.5745;0.5615;0.5672
;205.2986;0.5060;0.5182;0.5801;0.5709;0.5622;0.5674
;205.3056;0.5400;0.5534;0.5739;0.5673;0.5628;0.5676
;205.3125;0.5680;0.5910;0.5666;0.5637;0.5634;0.5677
;205.3194;0.6560;0.6302;0.5593;0.5600;0.5640;0.5679
;205.3264;0.6850;0.6642;0.5534;0.5562;0.5646;0.5681
;205.3333;0.7020;0.6926;0.5496;0.5525;0.5651;0.5683
;205.3403;0.7100;0.6950;0.5450;0.5488;0.5657;0.5685
;205.3472;0.7100;0.6810;0.5419;0.5451;0.5661;0.5687
;205.3542;0.6680;0.6612;0.5399;0.5415;0.5665;0.5689
;205.3611;0.6150;0.6380;0.5383;0.5379;0.5669;0.5692
;205.3681;0.6030;0.5986;0.5376;0.5344;0.5673;0.5694
;205.3750;0.5940;0.5712;0.5365;0.5310;0.5677;0.5696
;205.3819;0.5130;0.5422;0.5340;0.5276;0.5680;0.5699
;205.3889;0.5310;0.5122;0.5308;0.5242;0.5683;0.5701
;205.3958;0.4700;0.4754;0.5234;0.5209;0.5685;0.5703
;205.4028;0.4530;0.4582;0.5145;0.5177;0.5687;0.5705
;205.4097;0.4100;0.4306;0.5022;0.5145;0.5688;0.5707
;205.4167;0.4270;0.4168;0.4871;0.5115;0.5690;0.5709
;205.4236;0.3930;0.4082;0.4720;0.5087;0.5691;0.5711
;205.4306;0.4010;0.4168;0.4569;0.5061;0.5692;0.5713
;205.4375;0.4100;0.4202;0.4431;0.5037;0.5693;0.5715
;205.4444;0.4530;0.4322;0.4314;0.5015;0.5694;0.5716
;205.4514;0.4440;0.4388;0.4222;0.4995;0.5696;0.5718
;205.4583;0.4530;0.4422;0.4151;0.4978;0.5697;0.5719
;205.4653;0.4340;0.4224;0.4091;0.4963;0.5698;0.5720
;205.4722;0.4270;0.4028;0.4076;0.4950;0.5700;0.5721
;205.4792;0.3540;0.3822;0.4058;0.4939;0.5702;0.5723
;205.4861;0.3460;0.3566;0.4082;0.4931;0.5704;0.5724
;205.4931;0.3500;0.3360;0.4119;0.4925;0.5706;0.5725
;205.5000;0.3060;0.3318;0.4176;0.4919;0.5708;0.5726
;205.5069;0.3240;0.3358;0.4227;0.4915;0.5710;0.5727
