UTC Time;Pegel Faverges 1
15.08.2020 20:30;2.351670
15.08.2020 20:20;2.367235
15.08.2020 20:10;2.392155
15.08.2020 20:00;2.419485
15.08.2020 19:50;2.433045
15.08.2020 19:40;2.464125
15.08.2020 19:30;2.474890
15.08.2020 19:20;2.505125
15.08.2020 19:10;2.513080
15.08.2020 19:00;2.544455
15.08.2020 18:50;2.554105
15.08.2020 18:40;2.580995
15.08.2020 18:30;2.594000
15.08.2020 18:20;2.614000
15.08.2020 18:10;2.631810
15.08.2020 18:00;2.635735
15.08.2020 17:50;2.662865
15.08.2020 17:40;2.668670
15.08.2020 17:30;2.689100
15.08.2020 17:20;2.706195
15.08.2020 17:10;2.713805
15.08.2020 17:00;2.740815
15.08.2020 16:50;2.744435
15.08.2020 16:40;2.745375
15.08.2020 16:30;2.775290
15.08.2020 16:20;2.778000
15.08.2020 16:10;2.784370
15.08.2020 16:00;2.806810
15.08.2020 15:50;2.819000
15.08.2020 15:40;2.819015
15.08.2020 15:30;2.831860
15.08.2020 15:20;2.858860
15.08.2020 15:10;2.858685
15.08.2020 15:00;2.858475
15.08.2020 14:50;2.859630
15.08.2020 14:40;2.873450
15.08.2020 14:30;2.886640
15.08.2020 14:20;2.898970
15.08.2020 14:10;2.898625
15.08.2020 14:00;2.898950
15.08.2020 13:50;2.899010
15.08.2020 13:40;2.899465
15.08.2020 13:30;2.906950
15.08.2020 13:20;2.924675
15.08.2020 13:10;2.936485
15.08.2020 13:00;2.936085
15.08.2020 12:50;2.933710
15.08.2020 12:40;2.932925
15.08.2020 12:30;2.934415
15.08.2020 12:20;2.935610
15.08.2020 12:10;2.937665
15.08.2020 12:00;2.938130
15.08.2020 11:50;2.938580
15.08.2020 11:40;2.938760
15.08.2020 11:30;2.938865
15.08.2020 11:20;2.938970
15.08.2020 11:10;2.939020
15.08.2020 11:00;2.939350
15.08.2020 10:50;2.944240
15.08.2020 10:40;2.958475
15.08.2020 10:30;2.976350
15.08.2020 10:20;2.980000
15.08.2020 10:10;2.980315
15.08.2020 10:00;2.997505
15.08.2020 09:50;3.018760
15.08.2020 09:40;3.020990
15.08.2020 09:30;3.040710
15.08.2020 09:20;3.059065
15.08.2020 09:10;3.061540
15.08.2020 09:00;3.089375
15.08.2020 08:50;3.100595
15.08.2020 08:40;3.118695
15.08.2020 08:30;3.145180
15.08.2020 08:20;3.152600
15.08.2020 08:10;3.185770
15.08.2020 08:00;3.192285
15.08.2020 07:50;3.221835
15.08.2020 07:40;3.234705
15.08.2020 07:30;3.268560
15.08.2020 07:20;3.279315
15.08.2020 07:10;3.300180
15.08.2020 07:00;3.319040
15.08.2020 06:50;3.335280
15.08.2020 06:40;3.372700
15.08.2020 06:30;3.386515
15.08.2020 06:20;3.413700
15.08.2020 06:10;3.418080
15.08.2020 06:00;3.449345
15.08.2020 05:50;3.461140
15.08.2020 05:40;3.489625
15.08.2020 05:30;3.498045
15.08.2020 05:20;3.530220
15.08.2020 05:10;3.541420
15.08.2020 05:00;3.571010
15.08.2020 04:50;3.579255
15.08.2020 04:40;3.610905
15.08.2020 04:30;3.621355
15.08.2020 04:20;3.649335
15.08.2020 04:10;3.659105
15.08.2020 04:00;3.688180
15.08.2020 03:50;3.702590
15.08.2020 03:40;3.730135
15.08.2020 03:30;3.739000
15.08.2020 03:20;3.768050
15.08.2020 03:10;3.779550
15.08.2020 03:00;3.807275
15.08.2020 02:50;3.820000
15.08.2020 02:40;3.838900
15.08.2020 02:30;3.860000
15.08.2020 02:20;3.876095
15.08.2020 02:10;3.900000
15.08.2020 02:00;3.908955
15.08.2020 01:50;3.940375
15.08.2020 01:40;3.949665
15.08.2020 01:30;3.978140
15.08.2020 01:20;3.981830
15.08.2020 01:10;4.013755
15.08.2020 01:00;4.023135
15.08.2020 00:50;4.050960
15.08.2020 00:40;4.061999
15.08.2020 00:30;4.081510
15.08.2020 00:20;4.102000
15.08.2020 00:10;4.114765
15.08.2020 00:00;4.141620
14.08.2020 23:50;4.146365
