Date_Time;Lake Elevation
2019-06-24T02:50:00.0;2726.61
2019-06-24T03:00:00.0;2726.61
2019-06-24T03:10:00.0;2726.61
2019-06-24T03:20:00.0;2726.61
2019-06-24T03:30:00.0;2726.6
2019-06-24T03:40:00.0;2726.6
2019-06-24T03:50:00.0;2726.6
2019-06-24T04:00:00.0;2726.59
2019-06-24T04:10:00.0;2726.59
2019-06-24T04:20:00.0;2726.59
2019-06-24T04:30:00.0;2726.58
2019-06-24T04:40:00.0;2726.58
2019-06-24T04:50:00.0;2726.58
2019-06-24T05:00:00.0;2726.58
2019-06-24T05:10:00.0;2726.58
2019-06-24T05:20:00.0;2726.58
2019-06-24T05:30:00.0;2726.57
2019-06-24T05:40:00.0;2726.57
2019-06-24T05:50:00.0;2726.57
2019-06-24T06:00:00.0;2726.57
2019-06-24T06:10:00.0;2726.57
2019-06-24T06:20:00.0;2726.56
2019-06-24T06:30:00.0;2726.56
2019-06-24T06:40:00.0;2726.56
2019-06-24T06:50:00.0;2726.55
2019-06-24T07:00:00.0;2726.55
2019-06-24T07:10:00.0;2726.55
2019-06-24T07:20:00.0;2726.55
2019-06-24T07:30:00.0;2726.55
2019-06-24T07:40:00.0;2726.55
2019-06-24T07:50:00.0;2726.55
2019-06-24T08:00:00.0;2726.55
2019-06-24T08:10:00.0;2726.54
2019-06-24T08:20:00.0;2726.54
2019-06-24T08:30:00.0;2726.54
2019-06-24T08:40:00.0;2726.54
2019-06-24T08:50:00.0;2726.54
2019-06-24T09:00:00.0;2726.54
2019-06-24T09:10:00.0;2726.54
2019-06-24T09:20:00.0;2726.53
2019-06-24T09:30:00.0;2726.53
2019-06-24T09:40:00.0;2726.53
2019-06-24T09:50:00.0;2726.53
2019-06-24T10:00:00.0;2726.52
2019-06-24T10:10:00.0;2726.52
2019-06-24T10:20:00.0;2726.52
2019-06-24T10:30:00.0;2726.51
2019-06-24T10:40:00.0;2726.51
2019-06-24T10:50:00.0;2726.51
2019-06-24T11:00:00.0;2726.5
2019-06-24T11:10:00.0;2726.5
2019-06-24T11:20:00.0;2726.49
2019-06-24T11:30:00.0;2726.49
2019-06-24T11:40:00.0;2726.49
2019-06-24T11:50:00.0;2726.49
2019-06-24T12:00:00.0;2726.49
2019-06-24T12:10:00.0;2726.49
2019-06-24T12:20:00.0;2726.49
2019-06-24T12:30:00.0;2726.49
2019-06-24T12:40:00.0;2726.49
2019-06-24T12:50:00.0;2726.5
2019-06-24T13:00:00.0;2726.5
2019-06-24T13:10:00.0;2726.5
2019-06-24T13:20:00.0;2726.51
2019-06-24T13:30:00.0;2726.51
2019-06-24T13:40:00.0;2726.51
2019-06-24T13:50:00.0;2726.52
