Stationsnummer: 2219
Stationsname: Oberried / Lenk
DBLH-Nr: 00735
Gewässer: Simme
Exportperiode: 1974-01-01 - 2026-05-16
Parameter: Abfluss
Parametereinheit: m3/s
Zeitreihe: Tagesmaxima
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-11-28 00:00:00;2007-11-28 00:00:00;0.506;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-11-29 00:00:00;2007-11-29 00:00:00;0.496;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-11-30 00:00:00;2007-11-30 00:00:00;0.467;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-01 00:00:00;2007-12-01 00:00:00;0.458;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-02 00:00:00;2007-12-03 00:00:00;0.474;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-03 00:00:00;2007-12-03 08:05:00;0.702;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-04 00:00:00;2007-12-04 00:00:00;0.564;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-05 00:00:00;2007-12-06 00:00:00;0.550;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-06 00:00:00;2007-12-07 00:00:00;0.609;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-07 00:00:00;2007-12-07 10:35:00;1.267;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-08 00:00:00;2007-12-08 00:55:00;1.063;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-09 00:00:00;2007-12-09 13:35:00;0.770;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-10 00:00:00;2007-12-10 00:00:00;0.670;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-11 00:00:00;2007-12-11 00:00:00;0.544;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-12 00:00:00;2007-12-12 00:00:00;0.489;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-13 00:00:00;2007-12-13 00:00:00;0.450;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-14 00:00:00;2007-12-14 00:00:00;0.429;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-15 00:00:00;2007-12-15 05:25:00;0.411;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-16 00:00:00;2007-12-16 00:00:00;0.399;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-17 00:00:00;2007-12-17 00:00:00;0.383;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-18 00:00:00;2007-12-18 00:00:00;0.367;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-19 00:00:00;2007-12-19 00:00:00;0.353;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-20 00:00:00;2007-12-20 00:00:00;0.339;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-21 00:00:00;2007-12-21 00:00:00;0.325;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-22 00:00:00;2007-12-22 00:00:00;0.313;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-23 00:00:00;2007-12-23 00:00:00;0.305;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-24 00:00:00;2007-12-24 00:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-25 00:00:00;2007-12-25 00:00:00;0.295;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-26 00:00:00;2007-12-26 00:00:00;0.290;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-27 00:00:00;2007-12-27 00:00:00;0.282;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-28 00:00:00;2007-12-28 00:00:00;0.272;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-29 00:00:00;2007-12-30 00:00:00;0.270;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-30 00:00:00;2007-12-30 05:35:00;0.270;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2007-12-31 00:00:00;2007-12-31 00:00:00;0.263;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-01 00:00:00;2008-01-01 11:15:00;0.260;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-02 00:00:00;2008-01-02 00:00:00;0.256;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-03 00:00:00;2008-01-03 14:55:00;0.260;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-04 00:00:00;2008-01-04 00:00:00;0.252;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-05 00:00:00;2008-01-05 10:45:00;0.253;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-06 00:00:00;2008-01-06 10:55:00;0.364;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-07 00:00:00;2008-01-07 15:55:00;0.797;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-08 00:00:00;2008-01-08 00:00:00;0.620;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-09 00:00:00;2008-01-09 00:00:00;0.378;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-10 00:00:00;2008-01-10 00:00:00;0.310;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-11 00:00:00;2008-01-11 00:00:00;0.287;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-12 00:00:00;2008-01-12 07:15:00;0.294;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-13 00:00:00;2008-01-13 00:00:00;0.273;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-14 00:00:00;2008-01-14 00:00:00;0.264;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-15 00:00:00;2008-01-15 00:00:00;0.256;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-16 00:00:00;2008-01-16 00:00:00;0.249;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-17 00:00:00;2008-01-17 00:00:00;0.245;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-18 00:00:00;2008-01-18 03:15:00;0.253;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-19 00:00:00;2008-01-20 00:00:00;0.259;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-20 00:00:00;2008-01-20 02:25:00;0.260;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-21 00:00:00;2008-01-22 00:00:00;0.261;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-22 00:00:00;2008-01-23 00:00:00;0.266;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-23 00:00:00;2008-01-23 21:43:05;0.271;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-24 00:00:00;2008-01-24 00:00:00;0.270;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-25 00:00:00;2008-01-25 00:00:00;0.258;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-26 00:00:00;2008-01-26 00:00:00;0.246;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-27 00:00:00;2008-01-27 00:00:00;0.241;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-28 00:00:00;2008-01-28 00:00:00;0.236;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-29 00:00:00;2008-01-30 00:00:00;0.232;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-30 00:00:00;2008-01-30 12:25:00;0.239;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-01-31 00:00:00;2008-01-31 00:00:00;0.237;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-01 00:00:00;2008-02-01 00:00:00;0.231;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-02 00:00:00;2008-02-02 04:55:00;0.236;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-03 00:00:00;2008-02-04 00:00:00;0.217;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-04 00:00:00;2008-02-04 05:55:00;0.236;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-05 00:00:00;2008-02-05 00:00:00;0.217;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-06 00:00:00;2008-02-06 19:45:00;0.212;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-07 00:00:00;2008-02-07 00:00:00;0.211;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-08 00:00:00;2008-02-08 17:55:40;0.212;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-09 00:00:00;2008-02-10 00:00:00;0.211;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-10 00:00:00;2008-02-11 00:00:00;0.214;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-11 00:00:00;2008-02-11 02:45:10;0.215;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-12 00:00:00;2008-02-13 00:00:00;0.217;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-13 00:00:00;2008-02-13 22:12:10;0.223;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-14 00:00:00;2008-02-15 00:00:00;0.222;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-15 00:00:00;2008-02-16 00:00:00;0.223;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-16 00:00:00;2008-02-16 03:34:25;0.224;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-17 00:00:00;2008-02-17 00:00:00;0.216;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-18 00:00:00;2008-02-18 00:00:00;0.214;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-19 00:00:00;2008-02-19 00:00:00;0.212;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-20 00:00:00;2008-02-20 00:00:00;0.211;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-21 00:00:00;2008-02-21 18:35:00;0.230;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-22 00:00:00;2008-02-22 19:15:00;0.233;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-23 00:00:00;2008-02-23 19:05:00;0.282;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-24 00:00:00;2008-02-24 19:35:00;0.395;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-25 00:00:00;2008-02-25 20:05:00;0.350;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-26 00:00:00;2008-02-26 00:00:00;0.327;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-27 00:00:00;2008-02-27 14:15:00;0.390;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-28 00:00:00;2008-02-28 00:00:00;0.362;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-02-29 00:00:00;2008-03-01 00:00:00;0.440;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-01 00:00:00;2008-03-01 20:05:00;0.661;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-02 00:00:00;2008-03-02 18:15:00;0.727;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-03 00:00:00;2008-03-03 00:00:00;0.675;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-04 00:00:00;2008-03-04 00:00:00;0.502;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-05 00:00:00;2008-03-05 00:00:00;0.385;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-06 00:00:00;2008-03-06 00:00:00;0.313;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-07 00:00:00;2008-03-07 14:45:00;0.305;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-08 00:00:00;2008-03-08 00:05:00;0.278;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-09 00:00:00;2008-03-09 00:00:00;0.264;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-10 00:00:00;2008-03-11 00:00:00;0.270;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-11 00:00:00;2008-03-12 00:00:00;0.341;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-12 00:00:00;2008-03-12 17:55:00;1.094;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-13 00:00:00;2008-03-13 00:00:00;0.925;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-14 00:00:00;2008-03-14 19:25:00;0.537;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-15 00:00:00;2008-03-15 00:00:00;0.524;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-16 00:00:00;2008-03-16 04:55:00;0.517;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-17 00:00:00;2008-03-17 00:00:00;0.506;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-18 00:00:00;2008-03-18 00:00:00;0.447;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-19 00:00:00;2008-03-19 14:45:00;0.375;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-20 00:00:00;2008-03-20 13:55:00;0.327;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-21 00:00:00;2008-03-21 18:45:00;0.318;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-22 00:00:00;2008-03-22 00:05:00;0.297;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-23 00:00:00;2008-03-23 08:15:00;0.341;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-24 00:00:00;2008-03-24 09:55:00;0.345;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-25 00:00:00;2008-03-25 11:45:00;0.267;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-26 00:00:00;2008-03-26 00:00:00;0.230;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-27 00:00:00;2008-03-27 00:00:00;0.227;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-28 00:00:00;2008-03-28 13:45:00;0.215;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-29 00:00:00;2008-03-29 18:45:00;0.278;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-30 00:00:00;2008-03-30 19:45:00;0.390;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-03-31 00:00:00;2008-03-31 00:00:00;0.375;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-01 00:00:00;2008-04-01 00:00:00;0.343;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-02 00:00:00;2008-04-02 00:00:00;0.336;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-03 00:00:00;2008-04-03 00:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-04 00:00:00;2008-04-04 19:35:00;0.274;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-05 00:00:00;2008-04-06 00:00:00;0.277;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-06 00:00:00;2008-04-06 05:45:00;0.278;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-07 00:00:00;2008-04-07 01:25:00;0.278;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-08 00:00:00;2008-04-08 12:35:00;0.253;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-09 00:00:00;2008-04-10 00:00:00;0.368;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-10 00:00:00;2008-04-10 19:35:00;1.094;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-11 00:00:00;2008-04-11 19:25:00;1.234;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-12 00:00:00;2008-04-12 00:00:00;1.087;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-13 00:00:00;2008-04-13 00:00:00;0.655;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-14 00:00:00;2008-04-14 00:00:00;0.608;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-15 00:00:00;2008-04-15 00:00:00;0.485;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-16 00:00:00;2008-04-16 00:00:00;0.409;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-17 00:00:00;2008-04-17 18:25:00;0.411;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-18 00:00:00;2008-04-18 20:15:00;0.504;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-19 00:00:00;2008-04-19 19:05:00;0.806;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-20 00:00:00;2008-04-20 20:05:00;0.898;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-21 00:00:00;2008-04-21 20:35:00;1.063;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-22 00:00:00;2008-04-22 19:45:00;1.313;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-23 00:00:00;2008-04-23 00:00:00;1.278;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-24 00:00:00;2008-04-25 00:00:00;1.103;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-25 00:00:00;2008-04-25 19:55:00;1.157;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-26 00:00:00;2008-04-26 19:45:00;1.418;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-27 00:00:00;2008-04-28 00:00:00;1.640;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-28 00:00:00;2008-04-29 00:00:00;2.327;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-29 00:00:00;2008-04-29 00:55:00;2.394;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-04-30 00:00:00;2008-04-30 00:00:00;1.993;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-01 00:00:00;2008-05-01 00:00:00;1.505;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-02 00:00:00;2008-05-02 20:55:00;1.579;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-03 00:00:00;2008-05-03 19:15:00;1.874;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-04 00:00:00;2008-05-04 20:05:00;2.495;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-05 00:00:00;2008-05-05 18:55:00;3.692;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-06 00:00:00;2008-05-06 00:00:00;3.176;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-07 00:00:00;2008-05-07 00:00:00;2.763;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-08 00:00:00;2008-05-08 19:45:00;3.542;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-09 00:00:00;2008-05-09 19:25:00;3.437;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-10 00:00:00;2008-05-10 00:00:00;3.160;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-11 00:00:00;2008-05-11 00:00:00;2.744;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-12 00:00:00;2008-05-12 20:25:00;2.598;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-13 00:00:00;2008-05-13 18:35:00;2.615;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-14 00:00:00;2008-05-14 19:15:00;2.615;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2008-05-15 00:00:00;2008-05-15 21:05:00;2.511;Freigegeben, validierte Daten
